epoch,train_loss,val_loss,val_dice,val_iou,lr,epoch_time_sec
1,0.6505510730946318,0.6162450661261877,5.476536634211124e-11,5.476536634211124e-11,0.001,13.30940610000107
2,0.6079466190743954,0.6156984865665436,5.476536634211124e-11,5.476536634211124e-11,0.0009997535269026829,13.033258800001931
3,0.5868092623162777,0.5547874867916107,0.2710065112896553,0.17707072463653,0.0009990143508499217,13.121394700006931
4,0.5300852776841914,0.5375371066232523,0.3448243384821966,0.23177708383096365,0.0009977832013192385,13.082677200000035
5,0.4959035167034636,0.6145322521527609,0.30617369755294244,0.20158118008374587,0.0009960612933065818,13.137786599996616
6,0.47962558396319127,0.6012087998290857,0.2993501583203115,0.19610046671000314,0.0009938503261272714,13.163914100005059
7,0.45624492206472034,0.4713087926308314,0.43213398339852344,0.3096001471267987,0.00099115248173898,13.224007900003926
8,0.44107992344714225,0.43172438194354373,0.4441416225980724,0.33815755960439997,0.0009879704225884043,13.240978100002394
9,0.42579016216257787,0.4868176889916261,0.4152258948301776,0.29466321757468217,0.0009843072889837512,13.25991750000685
10,0.4098257707788589,0.4191655156513055,0.4988244173088706,0.3715175617176009,0.000980166695995633,13.297273300006054
11,0.41048640329787073,0.4553954328099887,0.40380071465731077,0.31564329103322203,0.0009755527298894294,13.293243499996606
12,0.40310088117071924,0.5207491107285023,0.2835462637721723,0.21824635514470214,0.0009704699440926358,13.285908099991502
13,0.39814112034249816,0.4864087129632632,0.4203443392820736,0.30055545630624486,0.0009649233547011817,13.313519899995299
14,0.3858520115943665,0.3618365302681923,0.571469976457041,0.44877513522577717,0.0009589184355291487,13.309270899990224
15,0.3800126031992283,0.4225869042177995,0.46212427685959157,0.3637174907432686,0.000952461112706777,13.310549500005436
16,0.3883106848026844,0.3895256482064724,0.5182929932655983,0.4133050414717573,0.00094555775883209,13.336684900001273
17,0.37443417786283695,0.3623232754568259,0.556100772380876,0.4332333986214069,0.0009382151866819101,13.33659120000084
18,0.3805505186319351,0.37472480659683544,0.5407934226678223,0.41259785743574157,0.0009304406424884702,13.364888200012501
19,0.3662113477575018,0.35142194231351215,0.5783380210011687,0.4553090888027596,0.000922241798788257,13.396409199995105
20,0.3638098607672022,0.3489626993735631,0.5770045904977313,0.45562858664203976,0.0009136267468501441,13.376419399995939
21,0.36198775660484395,0.35081279712418717,0.5628813880270369,0.4364285229333627,0.0009046039886902867,13.389403799999855
22,0.355183167343444,0.5084467182556788,0.34713843995271065,0.29076292711022506,0.0008951824286816578,13.39919799999916
23,0.3545325997662037,0.3621829009304444,0.5629408245014331,0.43693980908288643,0.0008853713647665072,13.407481199988979
24,0.35478964321156764,0.3247886002063751,0.6052100963646826,0.48696288208925065,0.000875180479280415,13.419278000001214
25,0.345188466792411,0.3405902391920487,0.5823030639785879,0.4638832917753141,0.0008646198293969955,13.411287599999923
26,0.34523490324933476,0.3173530449469884,0.6237855240035802,0.5101157165438843,0.0008536998372026809,13.415575899998657
27,0.34716196738659066,0.3304029833525419,0.6194638529654113,0.5065792982589368,0.0008424312794113805,13.421590999991167
28,0.3262173419303082,0.36277018425365287,0.5597372055873366,0.4459683315554163,0.0008308252767291645,13.409439999988535
29,0.3267300122595848,0.30853083605567616,0.6276205892098381,0.5223964622279021,0.0008188932828794709,13.417626800001017
30,0.3259540301688174,0.3176123375693957,0.6220806299013643,0.5119875936389177,0.0008066470732996622,13.400775199988857
31,0.32811111687345706,0.3003101069480181,0.6441021546460239,0.5297338405402234,0.0007940987335200908,13.414648499994655
32,0.3146973667626685,0.29483972179392975,0.6512254808102762,0.5336062971270701,0.0007812606472371397,13.403192099998705
33,0.31868217251402264,0.3611451194932063,0.5807039475347178,0.48953780367722316,0.0007681454840920092,13.429150199997821
34,0.31719279320950206,0.3279037680476904,0.6021764777570255,0.502725166373511,0.000754766187167311,13.411408999993
35,0.3080217353207,0.30787879414856434,0.639071213487588,0.5199595654216482,0.0007411359602138073,13.434039300002041
36,0.3053619471636224,0.3577947150915861,0.5791723195879033,0.4696665295934834,0.0007272682546199041,13.414159499996458
37,0.3003500652440051,0.30868193693459034,0.6340082580913113,0.5261741042974409,0.0007131767561367543,13.419161099998746
38,0.30248856481085434,0.32055598000685376,0.6206819572781342,0.5071210035625097,0.0006988753713720733,13.412031900006696
39,0.2944380913643127,0.3086865625033776,0.6263744031262707,0.5250312837595947,0.0006843782140659972,13.387650399992708
40,0.29094233411423703,0.36435404668251675,0.5549733464647043,0.46503905263848033,0.0006696995911625235,13.406071600009454
41,0.29488997510138976,0.29608824973305065,0.646604601726144,0.5336236838575995,0.0006548539886902866,13.407370999993873
42,0.2945632389251222,0.29323892419536907,0.6467682063410254,0.5515214141589554,0.0006398560574665955,13.425624399998924
43,0.2932649296014867,0.29496532678604126,0.6532356417582869,0.5410022526090198,0.0006247205986388453,13.41837490000762
44,0.284663588125655,0.28485339134931564,0.660915949306814,0.5523129472800482,0.0006094625490775734,13.418166500006919
45,0.288482610532578,0.3191526091347138,0.615453748556505,0.49632214433710753,0.0005940969666355699,13.396757399998023
46,0.29427803260214785,0.28942818008363247,0.6662632695279431,0.5623397153061541,0.0005786390152875957,13.406462600003579
47,0.26885105701203044,0.30255871762832004,0.6380140017759576,0.5397872004906443,0.0005631039501653704,13.41139770000882
48,0.2764128879346746,0.26769723929464817,0.6889393121357192,0.5791515915032016,0.0005475071025025982,13.418205099995248
49,0.2704437882342237,0.28288644676407176,0.6626250373860526,0.5496721903153563,0.0005318638645048924,13.413189000013517
50,0.26744016450136265,0.26193317025899887,0.689905218859039,0.5849125621140963,0.0005161896741595254,13.413733499997761
51,0.2716461773565475,0.2992969310532014,0.6355604668399456,0.5433751823977118,0.0005005000000000003,13.414227699991898
52,0.25916177319719436,0.31300781480968,0.6350987953172134,0.5154100503270865,0.0004848103258404752,13.445080700010294
53,0.26590223578696554,0.26537455804646015,0.6894451489036763,0.5816924969641429,0.00046913613549510823,13.430470699997386
54,0.2664473868430929,0.2669801327089469,0.6879794305503533,0.5769116497258765,0.0004534928974974023,13.420501799992053
55,0.25626201198456133,0.25839101895689964,0.7003523961337369,0.5932046701855207,0.00043789604983463025,13.42114040000888
56,0.2590619148092067,0.33006290594736737,0.6197470008739587,0.5041262509668687,0.00042236098471240487,13.40027270000428
57,0.258596327393613,0.26610471059878665,0.6884185470710082,0.5842467927812942,0.00040690303336443076,13.401393199994345
58,0.2564148451102541,0.2514303649465243,0.7123433514502371,0.6138517967855724,0.00039153745092242734,13.405834399993182
59,0.2526554016673819,0.2626898381859064,0.6868945684212893,0.5921743312523279,0.0003762794013611552,13.400183499994455
60,0.2462986945471865,0.276139322668314,0.6821676493880541,0.5704683029252474,0.0003611439425334052,13.413260000001173
61,0.24708530877498872,0.2847612835466862,0.6633713135160013,0.557337136736758,0.00034614601130971405,13.417276699998183
62,0.24712504509915698,0.44503583386540413,0.5123634590051944,0.3986487311733971,0.0003313004088374771,13.419498500006739
63,0.2411984514365805,0.24837185877064863,0.7037917668256377,0.6078527398144107,0.00031662178593400364,13.422132700012298
64,0.232620082161528,0.25578092442204553,0.6919049237236716,0.5944490001623495,0.00030212462862792713,13.418269300003885
65,0.23810342778550816,0.26509150738517445,0.6924525676158367,0.5867701890771151,0.0002878232438632463,13.419809400002123
66,0.22926289413837678,0.23549439075092474,0.7231954724059588,0.6248905854843986,0.0002737317453800965,13.428697899988038
67,0.23705098017099055,0.2517442548026641,0.7064601171530784,0.6065300410963912,0.0002598640397861932,13.398563500013552
68,0.23586009537920039,0.24295706736544767,0.7140196018311975,0.6146241856765284,0.0002462338128326896,13.392569099989487
69,0.22644062910942322,0.2556560691446066,0.6993665879990163,0.5978578156546436,0.0002328545159079911,13.409530400007498
70,0.22852588302277504,0.23708349342147508,0.7281677072105309,0.6288251200775975,0.00021973935276286077,13.402849499994772
71,0.229577326235619,0.2538477734973033,0.7070982010368446,0.6035581844128127,0.00020690126647990978,13.401771299992106
72,0.22325085151068708,0.24767383560538292,0.7106850822292102,0.6103543333556557,0.00019435292670033825,13.417724700004328
73,0.2162957123302399,0.24843217432498932,0.7086526889019704,0.6086405525238568,0.00018210671712052954,13.415923199994722
74,0.2177712305429134,0.2448492037753264,0.7145458867876728,0.6122852244660605,0.00017017472327083603,13.4143167000002
75,0.22664323639362416,0.24439978040754795,0.7101032349749047,0.6113268394900516,0.00015856872058862004,13.393381800007774
76,0.21670262277760405,0.2564488109201193,0.7046564286574055,0.6007516630499563,0.0001473001627973196,13.418082799995318
77,0.214633176618434,0.24976295232772827,0.7110244000056515,0.6101197195029371,0.0001363801706030051,13.414055699991877
78,0.21304330562657497,0.24390758760273457,0.7143240286487091,0.612603163746907,0.00012581952071958556,13.429426299990155
79,0.20795879085013208,0.24430474949379763,0.7076206909360107,0.6111714590334002,0.00011562863523349338,13.403350599997793
80,0.2200433892455507,0.24780767659346262,0.7153067250241841,0.6139479260635525,0.0001058175713183427,13.416315900001791
81,0.20793045613359898,0.24160439955691496,0.7159050859867769,0.6186507983135278,9.639601130971386e-05,13.40509510000993
82,0.20701386874660532,0.24639773989717165,0.7152904842391588,0.6144589145065065,8.737325314985652e-05,13.412968099990394
83,0.20798600306536288,0.2468886642406384,0.7099508193903025,0.6124330838579259,7.875820121174362e-05,13.417250400001649
84,0.2065436952608697,0.24011257042487463,0.7188687473651387,0.6192660019503927,7.055935751153013e-05,13.403747300006216
85,0.20903761098359494,0.24546154650549093,0.7118354209826182,0.6143009034516947,6.278481331809018e-05,13.415060800005449
86,0.20415923839553873,0.24866115984817347,0.7121709594365954,0.6104000551734144,5.5442241167910324e-05,13.394844499998726
87,0.2016390084903291,0.24265601361791292,0.719206156016363,0.6200747040270852,4.853888729322336e-05,13.441491899997345
88,0.20702936151560317,0.23906162132819495,0.721563135970069,0.621088868974398,4.2081564470851557e-05,13.40898290000041
